,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
6895,UE SQUARE,1.29273198718,103.842250095,Bella Pizza,1.29089321078,103.841036978,Pizza Place
6896,UE SQUARE,1.29273198718,103.842250095,Meidi-Ya Supermarket,1.29195343999,103.844903989,Supermarket
6897,UE SQUARE,1.29273198718,103.842250095,TAMOYA-Sanuki Udon 讃岐うどんたも屋,1.29153369631,103.844977649,Udon Restaurant
6898,UE SQUARE,1.29273198718,103.842250095,Park Hotel Clarke Quay,1.29180443068,103.842313205,Hotel
6899,UE SQUARE,1.29273198718,103.842250095,Robertson Walk,1.29177742256,103.841271883,Miscellaneous Shop
6900,UE SQUARE,1.29273198718,103.842250095,Healing Touch,1.29350880637,103.842954077,Spa
6901,UE SQUARE,1.29273198718,103.842250095,Nirai Kanai Okinawan Restaurant,1.29149301425,103.845279269,Japanese Restaurant
6902,UE SQUARE,1.29273198718,103.842250095,Shirokane Tori-tama,1.291862,103.842069,Japanese Restaurant
6903,UE SQUARE,1.29273198718,103.842250095,The Patissier,1.29400042151,103.842073735,Bakery
6904,UE SQUARE,1.29273198718,103.842250095,Venus Café,1.29195681661,103.842832609,Asian Restaurant
6905,UE SQUARE,1.29273198718,103.842250095,Books Kinokuniya 紀伊國屋書店,1.29194229908,103.844903823,Bookstore
6906,UE SQUARE,1.29273198718,103.842250095,Holiday Inn Express Singapore Clarke Quay,1.28897679972,103.841997028,Hotel
6907,UE SQUARE,1.29273198718,103.842250095,Mazazu Crepe,1.29196587797,103.844976109,Creperie
6908,UE SQUARE,1.29273198718,103.842250095,The Connoisseur Divan,1.29242641586,103.841669473,Bar
6909,UE SQUARE,1.29273198718,103.842250095,Amped Trampoline Park,1.29300133711,103.838729209,Athletics & Sports
6910,UE SQUARE,1.29273198718,103.842250095,Clarke Quay,1.29052225905,103.845518258,Canal
6911,UE SQUARE,1.29273198718,103.842250095,Azmaya,1.29102087795,103.841168058,Japanese Restaurant
6912,UE SQUARE,1.29273198718,103.842250095,Ginza Kuroson,1.29089448338,103.841350283,Japanese Restaurant
6913,UE SQUARE,1.29273198718,103.842250095,Ryoshi Sushi Ikeikemaru,1.29214659244,103.844737328,Japanese Restaurant
6914,UE SQUARE,1.29273198718,103.842250095,Guan Kitchen Chinese Restaurant 壮元府传统美食,1.29382746957,103.842423599,Asian Restaurant
6915,UE SQUARE,1.29273198718,103.842250095,Brewerkz Restaurant & Microbrewery,1.28963384813,103.844312369,Brewery
6916,UE SQUARE,1.29273198718,103.842250095,Yoga Movement,1.29163664623,103.838377528,Yoga Studio
6917,UE SQUARE,1.29273198718,103.842250095,Laurent's Cafe & Chocolate Bar,1.29107153693,103.840930587,Dessert Shop
6918,UE SQUARE,1.29273198718,103.842250095,The Book Café,1.291018166,103.838965231,Café
6919,UE SQUARE,1.29273198718,103.842250095,Vanda Boxing Club,1.29187295497,103.839596482,Gym
6920,UE SQUARE,1.29273198718,103.842250095,PS.Cafe,1.29207683256,103.837843587,Café
6921,UE SQUARE,1.29273198718,103.842250095,Common Man Coffee Roasters,1.29155305165,103.83830853,Coffee Shop
6922,UE SQUARE,1.29273198718,103.842250095,Zouk,1.29069795994,103.846040368,Nightclub
6923,UE SQUARE,1.29273198718,103.842250095,UNIQLO,1.29191914972,103.845010033,Clothing Store
6924,UE SQUARE,1.29273198718,103.842250095,Annalakshmi,1.28841382828,103.843472441,Vegetarian / Vegan Restaurant
6925,UE SQUARE,1.29273198718,103.842250095,"Bijin Nabe by Tsukada Nojo (Tsukada Nojo 塚田農場 Japanese ""Bijin Nabe"" Restaurant)",1.29168494637,103.845238062,Japanese Restaurant
6926,UE SQUARE,1.29273198718,103.842250095,Café Iguana,1.28917374083,103.844739926,Mexican Restaurant
6927,UE SQUARE,1.29273198718,103.842250095,Thirsty The Beer Shop,1.29158670314,103.84500649,Liquor Store
6928,UE SQUARE,1.29273198718,103.842250095,Energia Fitness Club,1.28930650105,103.844210463,Gym
6929,UE SQUARE,1.29273198718,103.842250095,The Chupitos Bar,1.29054623539,103.84491941,Bar
6930,UE SQUARE,1.29273198718,103.842250095,Decker Barbecue,1.29040600618,103.838960593,BBQ Joint
6931,UE SQUARE,1.29273198718,103.842250095,The Japanese Curry Shop,1.29211581128,103.844882497,Japanese Curry Restaurant
6932,UE SQUARE,1.29273198718,103.842250095,Duke Bakery,1.29191361899,103.844952112,Bakery
6933,UE SQUARE,1.29273198718,103.842250095,HopHeads,1.29673734149,103.844109178,Bar
6934,UE SQUARE,1.29273198718,103.842250095,Capital,1.29089730422,103.845804602,Nightclub
6935,UE SQUARE,1.29273198718,103.842250095,Red House Seafood Restaurant,1.2896983362,103.839088082,Seafood Restaurant
6936,UE SQUARE,1.29273198718,103.842250095,Summerlong,1.28997886838,103.839561386,Mediterranean Restaurant
6937,UE SQUARE,1.29273198718,103.842250095,Hotel Fort Canning,1.29585419124,103.845453151,Hotel
6938,UE SQUARE,1.29273198718,103.842250095,Super Loco,1.2897958897,103.839502751,Mexican Restaurant
6939,UE SQUARE,1.29273198718,103.842250095,Novotel Singapore Clarke Quay,1.29128787257,103.844889836,Hotel
6940,UE SQUARE,1.29273198718,103.842250095,Neverland Clarke Quay,1.29041782068,103.845492934,Nightclub
6941,UE SQUARE,1.29273198718,103.842250095,Tampopo Restaurant,1.2913634346,103.845083199,Japanese Restaurant
6942,UE SQUARE,1.29273198718,103.842250095,Tampopo Deli,1.2916486832,103.84525305,Japanese Restaurant
6943,UE SQUARE,1.29273198718,103.842250095,Warehouse Bistro (formerly L'entrepot Bistro),1.29047456018,103.84550826,French Restaurant
6944,UE SQUARE,1.29273198718,103.842250095,The Fabulous Baker Boy,1.29190916008,103.846066486,Bakery
6945,UE SQUARE,1.29273198718,103.842250095,The Glass House,1.29592581508,103.845066712,Gastropub
6946,UE SQUARE,1.29273198718,103.842250095,Spice World Hot Pot 香天下火锅,1.29061128956,103.845072359,Hotpot Restaurant
6947,UE SQUARE,1.29273198718,103.842250095,f.Club Singapore,1.29047534244,103.845156579,Nightclub
6948,UE SQUARE,1.29273198718,103.842250095,Club illusion,1.28953272121,103.845130668,Nightclub
6949,UE SQUARE,1.29273198718,103.842250095,Cuba Libre,1.29078178931,103.845616066,Cuban Restaurant
6950,UE SQUARE,1.29273198718,103.842250095,Aquanova @ Clarke Quay,1.29047229663,103.845540507,Bar
6951,UE SQUARE,1.29273198718,103.842250095,Clarke Quay Food Street,1.2910234,103.84546,Food Court
6952,UE SQUARE,1.29273198718,103.842250095,Shiraz Mazzeh,1.28980974823,103.845264856,Middle Eastern Restaurant
6953,UE SQUARE,1.29273198718,103.842250095,Alchemy,1.28869757835,103.842704119,Pub
6954,UE SQUARE,1.29273198718,103.842250095,Central Perk,1.28845678772,103.842027783,Café
6955,UE SQUARE,1.29273198718,103.842250095,Club NaNa,1.28888982521,103.8429138,Nightclub
6956,UOB SPC Commonwealth,1.30571897968,103.795158245,Fitness First Platinum,1.30575278607,103.792062199,Gym / Fitness Center
6957,UOB SPC Commonwealth,1.30571897968,103.795158245,Peperoni Pizzeria,1.30359574762,103.79161261,Pizza Place
6958,UOB SPC Commonwealth,1.30571897968,103.795158245,The Lawn Grill & Salad Cafe,1.3042408517,103.792104506,Salad Place
6959,UOB SPC Commonwealth,1.30571897968,103.795158245,Simply Sandwich,1.30588214305,103.791353841,Sandwich Place
6960,UOB SPC Commonwealth,1.30571897968,103.795158245,Raj Restaurant,1.30351980754,103.791773794,Indian Restaurant
6961,UOB SPC Commonwealth,1.30571897968,103.795158245,Leong Wei Roasted Delight,1.30812996579,103.793064714,BBQ Joint
6962,UOB SPC Commonwealth,1.30571897968,103.795158245,New Lucky Claypot Rice,1.30828987313,103.793209439,Chinese Restaurant
6963,UOB SPC Commonwealth,1.30571897968,103.795158245,Lean Bento,1.3071201737,103.7931633,Bistro
6964,UOB SPC Commonwealth,1.30571897968,103.795158245,The Metropolis,1.30612944196,103.791272178,Building
6965,UOB SPC Commonwealth,1.30571897968,103.795158245,Salad Stop,1.30588101527,103.79140212,Salad Place
6966,UOB SPC Commonwealth,1.30571897968,103.795158245,Starbucks,1.30589126806,103.791382658,Coffee Shop
6967,UOB SPC Commonwealth,1.30571897968,103.795158245,Starbucks,1.3034410725,103.792173805,Coffee Shop
6968,UOB SPC Commonwealth,1.30571897968,103.795158245,Blanco Court Kway Chap,1.30804325713,103.792761218,Asian Restaurant
6969,UOB SPC Commonwealth,1.30571897968,103.795158245,Starbucks,1.3028630811,103.796849355,Coffee Shop
6970,UOB SPC Commonwealth,1.30571897968,103.795158245,Holland Drive Market & Food Centre,1.30811128653,103.792966647,Food Court
6971,UOB SPC Commonwealth,1.30571897968,103.795158245,Ru Ji Kitchen,1.30806321125,103.792914159,Asian Restaurant
6972,UOB SPC Commonwealth,1.30571897968,103.795158245,Cold Storage,1.31018110591,103.795610647,Supermarket
6973,UOB SPC Commonwealth,1.30571897968,103.795158245,Long Black Cafe,1.30362309077,103.792192229,Café
6974,UOB SPC Commonwealth,1.30571897968,103.795158245,McDonald's / McCafé,1.30617019386,103.790952189,Fast Food Restaurant
6975,UOB SPC Commonwealth,1.30571897968,103.795158245,Sala Thai Kitchen,1.30662718026,103.79092892,Thai Restaurant
6976,UOB SPC Commonwealth,1.30571897968,103.795158245,Guardian Pharmacy,1.30958919146,103.79479673,Pharmacy
6977,UOB SPC Commonwealth,1.30571897968,103.795158245,2am:dessertbar,1.31017943802,103.794900224,Dessert Shop
6978,UOB SPC Commonwealth,1.30571897968,103.795158245,Artisan Boulangerie Co.,1.30604635459,103.791170673,Bakery
6979,UOB SPC Commonwealth,1.30571897968,103.795158245,Warong Kampong Holland,1.30860257212,103.792118404,Indian Restaurant
6980,VALLEY LODGE,1.29468505172,103.841406024,Wine Connection Cheese Bar,1.29236437219,103.841788602,Wine Bar
6981,VALLEY LODGE,1.29468505172,103.841406024,Bistecca Tuscan Steakhouse,1.29314900816,103.841451315,Steakhouse
6982,VALLEY LODGE,1.29468505172,103.841406024,Hachi Restaurant,1.29399558952,103.841989956,Japanese Restaurant
6983,VALLEY LODGE,1.29468505172,103.841406024,Orihara Shoten,1.29211043124,103.842139203,Sake Bar
6984,VALLEY LODGE,1.29468505172,103.841406024,Yakiniku YAZAWA,1.291828,103.842172,Japanese Restaurant
6985,VALLEY LODGE,1.29468505172,103.841406024,IPPUDO SG (Ippudo Tao),1.29332052122,103.84164834,Ramen Restaurant
6986,VALLEY LODGE,1.29468505172,103.841406024,Wine Connection Tapas Bar & Bistro,1.29210154234,103.840887807,Wine Bar
6987,VALLEY LODGE,1.29468505172,103.841406024,Coffee Bar K,1.2923370825,103.841797303,Bar
6988,VALLEY LODGE,1.29468505172,103.841406024,Lloyd's Inn,1.29718357482,103.840463785,Hotel
6989,VALLEY LODGE,1.29468505172,103.841406024,Amped Trampoline Park,1.29300133711,103.838729209,Athletics & Sports
6990,VALLEY LODGE,1.29468505172,103.841406024,Healing Touch,1.29350880637,103.842954077,Spa
6991,VALLEY LODGE,1.29468505172,103.841406024,The Patissier,1.29400042151,103.842073735,Bakery
6992,VALLEY LODGE,1.29468505172,103.841406024,Fine Spirits by La Maison du Whisky,1.29124024442,103.840946156,Whisky Bar
6993,VALLEY LODGE,1.29468505172,103.841406024,Natureland,1.29189104915,103.84141184,Spa
6994,VALLEY LODGE,1.29468505172,103.841406024,Guan Kitchen Chinese Restaurant 壮元府传统美食,1.29382746957,103.842423599,Asian Restaurant
6995,VALLEY LODGE,1.29468505172,103.841406024,The Connoisseur Divan,1.29242641586,103.841669473,Bar
6996,VALLEY LODGE,1.29468505172,103.841406024,HopHeads,1.29673734149,103.844109178,Bar
6997,VALLEY LODGE,1.29468505172,103.841406024,PS.Cafe,1.29207683256,103.837843587,Café
6998,VALLEY LODGE,1.29468505172,103.841406024,Yoga Movement,1.29163664623,103.838377528,Yoga Studio
6999,VALLEY LODGE,1.29468505172,103.841406024,Robertson Quay,1.29092414939,103.840774023,Pedestrian Plaza
7000,VALLEY LODGE,1.29468505172,103.841406024,STPI - Creative Workshop & Gallery,1.29080198295,103.840210949,Art Gallery
7001,VALLEY LODGE,1.29468505172,103.841406024,Robertson Walk,1.29177742256,103.841271883,Miscellaneous Shop
7002,VALLEY LODGE,1.29468505172,103.841406024,Rosso vino,1.29088735659,103.841858922,Italian Restaurant
7003,VALLEY LODGE,1.29468505172,103.841406024,Park Hotel Clarke Quay,1.29180443068,103.842313205,Hotel
7004,VALLEY LODGE,1.29468505172,103.841406024,Shabestan,1.29087108019,103.840774616,Persian Restaurant
7005,VALLEY LODGE,1.29468505172,103.841406024,Common Man Coffee Roasters,1.29155305165,103.83830853,Coffee Shop
7006,VALLEY LODGE,1.29468505172,103.841406024,Shirokane Tori-tama,1.291862,103.842069,Japanese Restaurant
7007,VALLEY LODGE,1.29468505172,103.841406024,The Book Café,1.291018166,103.838965231,Café
7008,VALLEY LODGE,1.29468505172,103.841406024,Bella Pizza,1.29089321078,103.841036978,Pizza Place
7009,VALLEY LODGE,1.29468505172,103.841406024,Vanda Boxing Club,1.29187295497,103.839596482,Gym
7010,VALLEY LODGE,1.29468505172,103.841406024,Venus Café,1.29195681661,103.842832609,Asian Restaurant
7011,VALLEY LODGE,1.29468505172,103.841406024,Meidi-Ya Supermarket,1.29195343999,103.844903989,Supermarket
7012,VALLEY LODGE,1.29468505172,103.841406024,Books Kinokuniya 紀伊國屋書店,1.29194229908,103.844903823,Bookstore
7013,VALLEY LODGE,1.29468505172,103.841406024,Mazazu Crepe,1.29196587797,103.844976109,Creperie
7014,VALLEY LODGE,1.29468505172,103.841406024,Hotel Fort Canning,1.29585419124,103.845453151,Hotel
7015,VALLEY LODGE,1.29468505172,103.841406024,Azmaya,1.29102087795,103.841168058,Japanese Restaurant
7016,VALLEY LODGE,1.29468505172,103.841406024,Ryoshi Sushi Ikeikemaru,1.29214659244,103.844737328,Japanese Restaurant
7017,VALLEY LODGE,1.29468505172,103.841406024,Ginza Kuroson,1.29089448338,103.841350283,Japanese Restaurant
7018,VALLEY LODGE,1.29468505172,103.841406024,Laurent's Cafe & Chocolate Bar,1.29107153693,103.840930587,Dessert Shop
7019,VALLEY LODGE,1.29468505172,103.841406024,VOX aveda salon spa store,1.29807026551,103.838741639,Spa
7020,VALLEY LODGE,1.29468505172,103.841406024,The Glass House,1.29592581508,103.845066712,Gastropub
7021,VALLEY LODGE,1.29468505172,103.841406024,artisan boulangerie co.,1.2978689696,103.838525231,Bakery
7022,VALLEY LODGE,1.29468505172,103.841406024,NTUC FairPrice,1.29758445087,103.838136709,Grocery Store
7023,VALLEY LODGE,1.29468505172,103.841406024,Jew Kit 友吉飯店,1.29827476985,103.838773384,Hainan Restaurant
7024,VALLEY LODGE,1.29468505172,103.841406024,The Japanese Curry Shop,1.29211581128,103.844882497,Japanese Curry Restaurant
7025,VICTORY VILLE,1.36346007765,103.973324396,Changi Prison Museum & Chapel,1.3623038559,103.974053719,History Museum
7026,VICTORY VILLE,1.36346007765,103.973324396,LOTS Gourmet,1.36032538817,103.970366808,Café
7027,VICTORY VILLE,1.36346007765,103.973324396,The Bark Cafe,1.3623559749,103.973633756,Café
7028,VICTORY VILLE,1.36346007765,103.973324396,Ding Heng Eating House,1.36031187576,103.970371192,Coffee Shop
7029,VICTORY VILLE,1.36346007765,103.973324396,Leong Ji Seafood,1.3607070482,103.970510049,Chinese Restaurant
7030,VICTORY VILLE,1.36346007765,103.973324396,Soon Tong Huat,1.36046083539,103.970410905,Department Store
7031,VICTORY VILLE,1.36346007765,103.973324396,"Club 70 (Blk 18, Transport Hub East)",1.36773248642,103.972734247,Government Building
7032,VILLA D'ESTE,1.31629116049,103.825191128,Novotel Singapore on Stevens,1.31352903501,103.828441332,Hotel
7033,VILLA D'ESTE,1.31629116049,103.825191128,Al Borgo,1.319436,103.827593,Italian Restaurant
7034,VILLA D'ESTE,1.31629116049,103.825191128,Mercure Singapore On Stevens,1.31384758085,103.828413354,Hotel
7035,VILLA D'ESTE,1.31629116049,103.825191128,Brew Maison,1.31977430102,103.827278614,Café
7036,VILLA D'ESTE,1.31629116049,103.825191128,Subway,1.31928290709,103.827594164,Sandwich Place
7037,VILLA D'ESTE,1.31629116049,103.825191128,RELC International Hotel,1.31282859991,103.825854647,Hotel
7038,VILLA D'ESTE,1.31629116049,103.825191128,Teochew Restaurant Huat Kee (1998) Pte Ltd,1.3128636297,103.825947942,Chinese Restaurant
7039,VILLA D'ESTE,1.31629116049,103.825191128,Shangri-La Hotel Pitch & Putt Golf Course,1.31366421999,103.824972732,Golf Course
7040,VILLA D'ESTE,1.31629116049,103.825191128,McDonald's,1.31972689121,103.827329274,Fast Food Restaurant
7041,VILLA D'ESTE,1.31629116049,103.825191128,Bus Stop Opp Stevens Court 40221,1.319055,103.825535,Bus Stop
7042,VILLA D'ESTE,1.31629116049,103.825191128,EN Japanese Dinning Bar,1.31981968523,103.827572276,Japanese Restaurant
7043,VILLA D'ESTE,1.31629116049,103.825191128,Jurlique Day Spa,1.32021781157,103.825523393,Spa
7044,VILLA D'ESTE,1.31629116049,103.825191128,Cold Storage,1.31972058116,103.827240551,Grocery Store
7045,VILLA D'ESTE,1.31629116049,103.825191128,Blade Club,1.32020413761,103.826389474,Gym / Fitness Center
7046,VILLA D'ESTE,1.31629116049,103.825191128,Infinity Pool,1.3138461,103.82862,Hotel Pool
7047,VILLA D'ESTE,1.31629116049,103.825191128,Matsugawa,1.31411222161,103.829072663,Japanese Restaurant
7048,VILLA VERDE,1.38997785269,103.751912977,Choa Chu Kang Swimming Complex,1.39148287814,103.747920637,Pool
7049,VILLA VERDE,1.38997785269,103.751912977,Choa Chu Kang Stadium,1.39061301885,103.75012401,Stadium
7050,VILLA VERDE,1.38997785269,103.751912977,Choa Chu Kang Sports & Recreation Centre,1.39160082577,103.747830791,Gym / Fitness Center
7051,VILLA VERDE,1.38997785269,103.751912977,Choa Chu Kang Tennis Court 1-2,1.39002706493,103.749635508,Tennis Court
7052,VILLA VERDE,1.38997785269,103.751912977,Bus Stop 45379 (Yew Mei Condominium),1.3926732016,103.751691851,Bus Station
7053,VILLA VERDE,1.38997785269,103.751912977,Bus Stop 45369 (Blk 765),1.39265127551,103.750625566,Bus Station
7054,VILLA VERDE,1.38997785269,103.751912977,Choa Chu Kang ClubFITT Gym,1.39131102886,103.748038747,Gym
7055,VILLA VERDE,1.38997785269,103.751912977,Villa Verde Park,1.39361833737,103.752277565,Park
7056,VILLA VERDE,1.38997785269,103.751912977,Bus Stop 45021 (Heavy Veh Pk),1.39400847838,103.75371945,Bus Stop
7057,VISTA 18,1.30191787713,103.763073374,Creative Bakery,1.30399864747,103.764441887,Bakery
7058,VISTA 18,1.30191787713,103.763073374,West Coast Park,1.29771032002,103.763168825,Park
7059,VISTA 18,1.30191787713,103.763073374,West Coast Park Playground,1.29782135529,103.762682235,Playground
7060,VISTA 18,1.30191787713,103.763073374,Island Penang Kitchen,1.30245091514,103.764599007,Asian Restaurant
7061,VISTA 18,1.30191787713,103.763073374,C.O.L.E. Mobile,1.30440095322,103.762490892,Mobile Phone Shop
7062,VISTA 18,1.30191787713,103.763073374,Clementi Woods Park,1.30115985074,103.766422229,Park
7063,VISTA 18,1.30191787713,103.763073374,West Coast Market Square (Market & Food Centre),1.30404242627,103.764487151,Market
7064,VISTA 18,1.30191787713,103.763073374,Li Yuan Mee Pok,1.30591460932,103.761092431,Noodle House
7065,VISTA 18,1.30191787713,103.763073374,Sheng Siong Supermarket,1.30256455873,103.763829328,Supermarket
7066,VISTA 18,1.30191787713,103.763073374,Fish Mart Sakuraya,1.30356866611,103.765385453,Japanese Restaurant
7067,VISTA 18,1.30191787713,103.763073374,Rong Liang Restaurant,1.30375944244,103.763487644,BBQ Joint
7068,VISTA 18,1.30191787713,103.763073374,McDonald's,1.2976061545,103.763337135,Fast Food Restaurant
7069,VISTA 18,1.30191787713,103.763073374,West Co'z Cafe,1.30329428895,103.765460079,Asian Restaurant
7070,VISTA 18,1.30191787713,103.763073374,包公XO鱼头米粉 Bao Gong XO Fish Head Beehoon,1.303049,103.764392,Chinese Restaurant
7071,VISTA 18,1.30191787713,103.763073374,Sushi Tei,1.30411924395,103.76613169,Sushi Restaurant
7072,VISTA 18,1.30191787713,103.763073374,Starbucks,1.30321864988,103.765324052,Coffee Shop
7073,VISTA 18,1.30191787713,103.763073374,West Coast Plaza,1.3035054942,103.765547276,Shopping Mall
7074,VISTA 18,1.30191787713,103.763073374,Subway,1.3034130454,103.766183361,Sandwich Place
7075,VISTA 18,1.30191787713,103.763073374,Burger King,1.302897,103.765042,Fast Food Restaurant
7076,VISTA 18,1.30191787713,103.763073374,BGAIN 727 Eating House,1.30404110819,103.763211915,Food Court
7077,VISTA 18,1.30191787713,103.763073374,Popeyes Louisiana Kitchen,1.30353499255,103.765101599,Fried Chicken Joint
7078,VISTA 18,1.30191787713,103.763073374,Jalan Kayu The Prata Cafe,1.30324632514,103.765634701,Indian Restaurant
7079,VISTA 18,1.30191787713,103.763073374,Coffee:Nowhere,1.30323379457,103.765416902,Café
